Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
soundpeats,9636,Electronics,FBA,"Large Standard-Size",2,29535,46.96,1253,34660.43,1497,4.24,2,8222,,51,0,"Jan, 2024",7,239,1.08
"galaxy buds fe",9622,Electronics,FBA,"Large Standard-Size",5,4627,70.59,3362,291904.2,3857,4.41,7,54740,-25,-26,-22,"Jan, 2024",3,578,5.64
"dream pro sleep speaker",9607,Electronics,FBA,"Large Standard-Size",6,62461,30.16,1750,36542.11,7983,3.43,3,106729,,0,0,"Jan, 2024",0,108,2.72
"wiim amp",9600,Electronics,FBA,"Large Standard-Size",1,44696,224.89,358,57107.67,565,4.40,3,3560,90,0,0,"Jan, 2024",2,138,1.00
"ray-ban meta",9590,Electronics,FBA,"Large Standard-Size",19,108788,187.88,382,82830.34,1664,4.20,5,6263,-16,0,0,"Nov, 2023",4,113,2.07
"airpods cleaning kit",8429,Electronics,FBA,"Large Standard-Size",4,4080,7.29,3843,29389.86,5298,4.39,2,74998,,-53,-3,"Dec, 2023",4,662,2.31
"tv stand with mount",8429,Electronics,FBA,"Small Oversize",3,65472,98.44,1966,82873.42,4736,4.49,5,12353,4,81,-2,"Jan, 2024",7,2000,2.45
"beats solo 3 earpad replacement",8429,Electronics,FBA,"Large Standard-Size",9,32034,11.92,393,5513.58,2463,4.47,2,5334,140,7,0,"Jan, 2024",3,439,1.14
"home audio sound bars",8429,Electronics,Amazon,"Small Oversize",5,6228,176.76,1919,250317.24,5131,4.33,8,27931,0,-16,0,"Dec, 2023",3,871,1.13
"go pro 12 hero black bundle",8429,Electronics,FBA,"Large Standard-Size",2,20013,390.87,1085,237210.8,2569,4.32,4,36484,19,-102,1,"Nov, 2023",2,207,11.14
"soundbar with subwoofer",8429,Electronics,FBA,"Small Oversize",5,7660,158.76,930,153689.5,3019,4.30,5,13091,-28,-52,8,"Dec, 2023",7,767,1.01
"galaxy buds pro 2 case",8429,Electronics,FBA,"Large Standard-Size",11,9763,11.79,518,5339.03,2029,4.36,2,5707,84,280,0,"Jan, 2024",4,515,1.49
"jbl clip",8429,Electronics,FBA,"Large Standard-Size",9,29270,51.48,1238,52338.06,16061,4.63,7,6406,,-34,-9,"Dec, 2023",6,280,5.61
mp3,8429,Electronics,FBA,"Large Standard-Size",8,16788,38.02,654,25358.93,2672,4.03,4,9777,1468,0,0,"Dec, 2023",10,1000,1.95
"sunrise alarm clock wake up light",8429,Electronics,FBA,"Large Standard-Size",2,19912,54.04,3086,214522.65,3269,4.33,2,40304,-28,0,0,"Jan, 2024",5,271,4.82
"samsung tag",8429,Electronics,FBA,"Small Standard-Size",2,21391,47.71,2999,107247.43,3132,4.45,7,46294,0,0,0,"Jan, 2024",5,222,7.44
"new apple air tag",8427,Electronics,FBA,"Small Standard-Size",8,2224,26.68,10451,455787.08,30593,4.55,2,204129,1,2,1,"Sep, 2023",2,103,1.59
"anker earbuds",8427,Electronics,FBA,"Large Standard-Size",3,9017,51.78,2846,132636.71,9903,4.23,2,25261,,0,5,"Jan, 2024",6,293,2.39
"running headphones",8427,Electronics,FBA,"Large Standard-Size",7,769,58.66,6130,449747.79,20521,4.45,3,70793,,85,0,"Jan, 2024",7,3000,2.72
"raycon headphones",8427,Electronics,FBA,"Large Standard-Size",7,1319,79.45,5526,377105.55,21863,4.43,4,78870,38,-23,7,"Nov, 2023",4,248,1.51
"tv mount 55 inch",8427,Electronics,FBA,"Large Standard-Size",1,1164,28.8,6985,210487.21,23436,4.68,2,60236,,74,-4,"Jan, 2024",7,923,0.97
"vizio replacement remote",8427,Electronics,FBA,"Large Standard-Size",1,5094,8.79,3533,33587.8,8072,4.54,3,41226,34,130,0,"Jan, 2024",5,1000,2.67
"nikon z8",8427,Electronics,FBM,"Large Standard-Size",2,127715,3588.79,31,64784.34,116,4.79,7,761,-9,0,0,"Nov, 2023",3,138,1.27
seinxon,8427,Electronics,FBA,"Small Standard-Size",3,14100,27.02,1457,35061.36,1785,4.12,2,32254,117,0,0,"Jan, 2024",1,34,6.38
"headphones bluetooth",8427,Electronics,FBA,"Large Standard-Size",7,704,29.98,9377,250536.05,17150,4.47,3,94877,187,0,4,"Jan, 2024",10,10000,2.13
"pixel buds pro",8427,Electronics,FBA,"Large Standard-Size",4,13545,61.2,2712,184797.17,22591,4.10,3,13104,,0,0,"Jan, 2024",5,652,1.98
"google watch",8427,Electronics,FBA,"Large Standard-Size",7,6459,114.84,2087,266353.71,4688,4.32,6,14460,-5,0,0,"Jan, 2024",6,325,1.68
"dvd player blu ray player",8427,Electronics,FBA,"Large Standard-Size",2,8282,85.67,2182,132497.51,5791,4.32,3,24544,19,60,0,"Jun, 2022",7,445,3.78
"garmin fenix",8427,Electronics,FBA,"Large Standard-Size",12,65127,523.99,97,51177.2,1641,4.52,6,1962,59,0,0,"Jan, 2024",8,531,1.04
xm5,8427,Electronics,FBM,"Large Standard-Size",3,84123,293.96,1350,415876.38,5104,4.38,9,24530,,0,9,"Jan, 2024",5,125,1.06
"hdmi splitter for dual monitors",8427,Electronics,FBA,"Small Standard-Size",3,7598,20.64,2705,54214.48,5203,4.10,3,14912,,0,-5,"Jan, 2024",5,1000,6.16
"mp3 player with bluetooth and wifi",8426,Electronics,FBA,"Large Standard-Size",5,16917,58.51,430,23570.8,1314,3.88,2,7838,-54,0,0,"Dec, 2023",4,609,3.00
"logitech speakers",8426,Electronics,Amazon,"Small Oversize",2,6544,142.49,523,64044.77,9628,4.50,3,,,0,10,"Jan, 2024",7,524,0.17
"kids headphones wireless",8426,Electronics,FBA,"Large Standard-Size",6,6748,24.22,1233,33971.21,3616,4.46,2,19666,74,-48,6,"Dec, 2023",7,1000,1.33
"jbl tour pro 2",8426,Electronics,Amazon,"Large Standard-Size",5,41397,89.84,2545,263989.78,2679,4.22,6,32924,176,0,-11,"Dec, 2023",3,142,1.29
"dash cam front and rear wireless",8426,Electronics,FBA,"Large Standard-Size",1,4317,83.08,2839,255416.45,4032,4.33,2,35847,44,9,0,"Jan, 2024",4,878,4.20
"ipad 12.9",8426,Electronics,FBM,"Large Standard-Size",20,1410,1184.95,1843,2183862.85,1849,4.70,3,55513,,-37,2,"Nov, 2023",8,185,1.00
"earbud & in-ear headphones",8426,Electronics,FBA,"Large Standard-Size",7,776,51.77,10932,708583.93,39810,4.45,7,40767,137,0,0,"Jan, 2024",6,10000,1.30
"airpod pro max",8426,Electronics,Amazon,"Large Standard-Size",6,2150,156.8,8348,1271260.25,35645,4.50,4,83754,,0,-8,"Jan, 2024",5,551,2.78
"viofo dash cam",8426,Electronics,FBA,"Large Standard-Size",1,56614,195.65,1122,154620.43,1307,4.18,2,24372,-20,0,0,"Jul, 2022",4,218,0.92
"extension cord 10 ft",8426,Electronics,FBA,"Large Standard-Size",10,4009,15.48,7564,109565.85,7334,4.78,2,123493,28,233,-6,"Jan, 2024",6,1000,3.19
"headphones for iphone",8426,Electronics,FBA,"Large Standard-Size",3,1586,16.4,6328,130179.27,23345,4.06,2,126306,,0,1,"Jan, 2024",9,4000,16.51
"roku voice remote",8426,Electronics,FBA,"Large Standard-Size",2,3769,17.88,8457,210029.44,11972,4.35,7,129523,497,245,0,"Jan, 2024",6,1000,3.16
"samsung galaxy 6 watch",7000,Electronics,FBA,"Large Standard-Size",7,20702,217.29,1423,165036.67,2269,4.33,7,54520,,0,-2,"Jan, 2024",6,233,4.71
"fitbit charge 6 bands for women",7000,Electronics,FBA,"Small Standard-Size",13,19837,18.94,1959,225996.97,897,4.25,2,6516,1092,0,0,"Jan, 2024",3,845,2.43
"coax cable",7000,Electronics,FBA,"Large Standard-Size",16,19342,19.99,464,5839.71,4688,4.64,3,4268,62,279,0,"Jan, 2024",8,1000,1.57
"parlante jbl",7000,Electronics,FBA,"Large Standard-Size",13,3787,115.21,2922,206580.27,29378,4.73,10,40710,17,-42,13,"Dec, 2023",5,457,2.44
"tv 55 inch",7000,Electronics,Amazon,"Large Oversize",17,7388,539.64,2054,600857.14,1852,4.36,23,30712,487,7,4,"Nov, 2023",9,398,2.22
"apple tv mount",7000,Electronics,FBA,"Large Standard-Size",2,36771,13.99,930,13786.96,1674,4.51,2,1919,4131,92,0,"Jan, 2024",5,444,0.95
"ipods for iphone",7000,Electronics,FBA,"Large Standard-Size",5,2219,61.6,11339,1040212.53,61525,4.51,3,180372,,0,2,"Jan, 2024",7,1000,1.88
"kicker 12 inch subwoofers",7000,Electronics,FBM,"Small Oversize",1,98430,221.76,25,4855.52,137,4.38,13,349,-9,100,0,"Jun, 2022",5,349,0.34
"headband headphones",7000,Electronics,FBA,"Large Standard-Size",9,7204,18.23,2437,42840.86,8757,4.30,3,56178,,-72,0,"Dec, 2023",6,2000,0.67
"smart tv 50 inch",7000,Electronics,Amazon,"Medium Oversize",15,7571,356.31,2071,487112.55,1884,4.38,28,33706,531,-89,-1,"Nov, 2023",7,289,2.22
"air tags-4 pack apple gps tracker",7000,Electronics,FBA,"Small Standard-Size",3,25264,22.32,9124,437731.99,30959,4.38,2,242571,7,1,5,"Jan, 2024",3,579,7.53
"bluetooth transmitter car",7000,Electronics,FBA,"Large Standard-Size",0,73,16.99,16888,286927.12,41065,4.50,1,227085,-12,106,0,"May, 2022",7,1000,0.41
"polaroid photo booth",7000,Electronics,FBA,"Large Standard-Size",7,39928,52.8,1590,95752.93,7797,4.37,4,20948,-28,-81,0,"Dec, 2022",5,350,2.37
"fitbit inspire 2",7000,Electronics,FBA,"Small Standard-Size",8,16068,42.76,3635,305149.97,6510,4.34,5,22018,-5,0,0,"Jan, 2024",4,847,1.34
"skull candy",7000,Electronics,Amazon,"Large Standard-Size",4,3782,63.73,1612,115363.67,10242,4.34,6,23274,150,-19,-7,"Jan, 2024",8,2000,1.43
"bose headphones noise cancelling",7000,Electronics,FBM,"Large Standard-Size",5,16621,245.64,3992,609041.14,15948,4.35,5,51125,181,0,23,"Dec, 2023",7,235,4.47
"bocinas bluetooth",6998,Electronics,FBA,"Large Standard-Size",7,3645,46.87,4772,197465.69,23300,4.51,6,8075,,-79,14,"Dec, 2023",7,2000,0.52
"sound bars for tv",6998,Electronics,FBA,"Large Standard-Size",5,3732,104.35,2037,213703.06,5887,4.29,8,30142,-25,-51,0,"Jan, 2024",8,813,1.90
"samsung tablet s9",6998,Electronics,Amazon,"Large Standard-Size",7,95879,702.08,646,199146.1,3333,4.55,9,13365,8,0,-3,"Jan, 2024",5,194,2.79
"360hz monitor",6998,Electronics,Amazon,"Small Oversize",6,48927,358.92,1243,230164.13,3198,4.44,11,9257,87,-45,12,"Jan, 2024",4,200,2.96
"vantrue dash cam",6998,Electronics,FBA,"Large Standard-Size",1,6781,199.89,2596,349202.84,3209,4.38,2,28118,5,-55,-2,"May, 2022",5,212,2.07
"apple watch refurbished",6998,Electronics,FBM,"Large Standard-Size",11,6274,194.14,3522,672050.5,1992,4.48,12,45633,5,32,-20,"Nov, 2023",6,228,1.30
"headphones apple",6998,Electronics,Amazon,"Large Standard-Size",4,4115,119.29,10922,1302189.72,65287,4.07,4,209947,,0,-8,"Jan, 2024",9,162,2.81
"recording device",6998,Electronics,FBA,"Large Standard-Size",2,4105,38.41,1543,60254.11,3547,4.22,4,22386,9,0,0,"Jan, 2024",7,856,5.70
"apple watch 7",6998,Electronics,FBM,"Large Standard-Size",5,24996,264.38,714,139124.48,10846,4.46,12,26424,-44,58,-18,"Dec, 2022",8,194,0.34
"yamaha receiver",6998,Electronics,FBM,"Small Oversize",2,54783,921.8,293,98878.72,2265,4.45,19,4613,-5,-67,4,"Jan, 2024",7,217,0.51
dvd,6998,Electronics,FBA,"Large Standard-Size",2,4420,29.51,3501,121485.68,13167,4.18,5,37309,-12,-1,-7,"Jun, 2022",10,80000,0.41
"jlab earbuds",6998,Electronics,FBA,"Large Standard-Size",4,17392,37.97,902,32597.95,7543,4.20,8,15647,15742,-3,5,"Jan, 2024",6,257,1.25
"air tag case",6998,Electronics,FBA,"Small Standard-Size",17,4123,8.82,3596,35723.39,2443,4.61,2,37757,-8,-44,-4,"Jan, 2024",4,1000,3.86
"bluetooth headphones for kids",6998,Electronics,FBA,"Large Standard-Size",6,7969,22.78,1165,31913.13,3685,4.38,4,15478,78,-77,0,"Dec, 2023",7,811,0.86
"car play screen",6998,Electronics,FBA,"Large Standard-Size",3,16249,92.46,579,61413.77,386,4.26,2,16220,,0,-19,"Dec, 2023",5,6000,8.25
"hdmi to rca converter",6998,Electronics,FBA,"Large Standard-Size",0,1891,8.88,1947,17284.92,2237,3.75,1,15660,,58,0,"Jan, 2024",6,538,0.87
"lg remote",6984,Electronics,FBA,"Large Standard-Size",1,7731,13.73,3013,43715.84,9482,4.46,3,33939,12,250,-7,"Jan, 2023",8,3000,1.01
"starlink internet kit satellite",6984,Electronics,FBA,"Large Standard-Size",1,28102,64.73,219,8757.72,69,4.17,7,1172,95,0,0,"Jan, 2024",3,252,13.60
"toddler headphones for 2 year old",6984,Electronics,FBA,"Large Standard-Size",9,5157,19.59,2075,40103.1,6305,4.48,2,26985,90,-72,0,"Aug, 2023",4,243,0.85
"multi outlet plug in",6979,Electronics,FBA,"Large Standard-Size",3,1239,10.4,10376,108023.43,13582,4.71,6,120905,552,0,0,"Jan, 2024",6,1000,2.59
"echo show 15 stand",6978,Electronics,FBA,"Large Standard-Size",2,28980,26.99,66,1781.34,26,4.60,1,,,0,-12,"Jan, 2024",4,155,2.54
"car radio bluetooth",6974,Electronics,FBA,"Large Standard-Size",2,3504,47.83,1095,47631.78,3775,4.12,11,14234,-11,21,0,"May, 2023",7,2000,1.32
"gaming monitor 144hz",6973,Electronics,Amazon,"Small Oversize",5,27764,183.61,1716,191027.82,4153,4.47,5,17915,169,-55,7,"Jul, 2023",7,882,0.56
ipods,6971,Electronics,FBA,"Large Standard-Size",5,10885,110.04,9322,863780.04,53763,4.24,3,157315,264,0,-1,"Dec, 2023",10,1000,1.92
"starlink mount",6971,Electronics,FBA,"Large Standard-Size",1,23209,43.21,205,7349.57,43,4.22,2,,,0,0,"Oct, 2023",4,669,51.47
"usb 3.0 hub",6971,Electronics,FBA,"Large Standard-Size",2,3683,10.97,2184,25081.32,1708,4.23,1,16374,-44,440,0,"Jan, 2024",6,2000,5.71
"tv wall mount 75 inch tv",6971,Electronics,FBA,"Large Standard-Size",1,1956,45.62,4951,227442.16,11733,4.69,2,45067,,-26,-5,"Apr, 2023",5,509,2.53
"lg stand by me tv",6969,Electronics,FBA,"Small Oversize",2,52591,304.68,995,137213.56,600,4.46,2,8029,-7,0,0,"Jan, 2024",4,207,4.63
"garmin smart watches for men",6966,Electronics,FBA,"Large Standard-Size",7,16397,360.37,456,138475.47,6786,4.52,10,6154,-25,-94,0,"Nov, 2022",4,808,0.69
"power beats pro",6966,Electronics,Amazon,"Large Standard-Size",8,5674,100.7,5736,536694.98,22951,4.39,5,75982,2994,-29,8,"Dec, 2022",4,478,1.72
"galaxy tab s9 ultra",6964,Electronics,FBM,"Large Standard-Size",5,183725,1250.5,106,100116.1,83,4.40,5,,,0,-14,"Sep, 2023",4,164,3.92
"bose soundlink flex",6964,Electronics,FBA,"Large Standard-Size",8,22477,93.32,1114,144386.87,8188,4.72,6,3617,35,-71,0,"Dec, 2023",4,164,0.36
"airpod pro case 2nd generation",6964,Electronics,FBA,"Large Standard-Size",20,3579,9.9,2433,21213.57,2947,4.48,2,17148,,0,0,"Jan, 2024",7,4000,11.55
"yoto mini",6964,Electronics,FBA,"Large Standard-Size",4,35924,35.59,314,15531.74,548,4.67,2,3859,28,-66,0,"Nov, 2023",5,233,6.05
"baby headphones",6964,Electronics,FBA,"Large Standard-Size",8,3758,20.24,2587,59647.32,6981,4.51,2,43200,45,14,0,"Jan, 2024",6,685,2.28
"garmin fenix 6",6964,Electronics,FBA,"Large Standard-Size",7,73133,308.28,168,21500.54,1385,4.49,4,3115,43,0,0,"Jul, 2023",4,471,0.36
"galaxy buds 2",6964,Electronics,FBA,"Large Standard-Size",3,22159,79.84,1652,172696.91,3312,4.31,8,26731,1849,-67,-4,"Jan, 2024",5,1000,4.42
"belkin surge protector",6964,Electronics,Amazon,"Large Standard-Size",5,8922,26.2,2671,71048.6,10544,4.73,18,15718,37,24,0,"Jan, 2023",6,299,1.92
"bose soundlink",6964,Electronics,FBM,"Large Standard-Size",2,16915,180.75,919,142081.51,10187,4.63,4,6568,,0,0,"Dec, 2023",8,223,0.28
"dji osmo action 4",6962,Electronics,FBM,"Large Standard-Size",3,70177,309.16,155,42887.65,2281,4.39,7,937,-78,638,0,"Aug, 2023",3,182,5.87
"anker headphones",6962,Electronics,FBA,"Large Standard-Size",3,5356,66.14,4235,240677.03,15731,4.35,2,28587,,0,0,"Jan, 2024",6,379,0.98
"airpods max cover",6962,Electronics,FBA,"Large Standard-Size",12,18698,16.78,853,11186.4,518,4.52,2,11185,57,85,0,"Jan, 2024",5,434,19.53
"tvs on clearance",6962,Electronics,Amazon,"Small Oversize",7,2513,196.23,3444,641438.9,1835,4.36,18,45592,366,23,0,"Jan, 2024",7,793,5.43
"clock radios for bedroom",6898,Electronics,FBA,"Large Standard-Size",4,7653,24.21,3085,66299.3,6695,4.25,2,37855,-8,28,0,"Mar, 2022",6,1000,1.30
"samsung smart tag 2",6883,Electronics,FBA,"Small Standard-Size",2,11103,34.52,2536,87786.17,341,4.49,9,5348,2,70,0,"Jan, 2024",3,206,9.60
"garmin epix pro 42mm high performance multisport gps watch with amoled touch screen led flashlight h",6864,Electronics,FBM,"Large Standard-Size",12,232485,758.4,62,40887.3,1106,4.52,6,2168,108,0,31,"Nov, 2023",0,39,1.25
"nexar dash cam",6774,Electronics,FBA,"Large Standard-Size",2,38216,134.59,2786,279212.65,4913,4.18,3,33458,5,-31,24,"Dec, 2023",4,284,2.69
"party speaker",6767,Electronics,FBA,"Small Oversize",2,14959,204.3,690,129824.86,2411,4.42,7,6614,89,0,0,"Jun, 2023",8,4000,1.20
"wireless headphones noise cancelling",6767,Electronics,FBA,"Large Standard-Size",7,2118,74.56,5678,387994.04,13472,4.49,5,64901,135,0,-3,"Dec, 2023",8,3000,2.17
"moca adapter",6767,Electronics,FBA,"Large Standard-Size",4,35305,21.25,165,3291.75,98,4.80,2,1254,,82,8,"Jan, 2024",5,175,1.74
"usbc to 3.5mm jack audio adapter apple",6767,Electronics,FBA,"Small Standard-Size",3,2095,9.34,4931,43677.44,6513,4.41,2,68872,,54,0,"Jan, 2024",0,811,5.43
"tv speakers",6767,Electronics,FBA,"Large Standard-Size",3,4591,87.13,1926,178041.9,3744,4.32,6,27272,-10,12,0,"Jan, 2024",8,5000,1.68
"fitbit versa 4 bands",6767,Electronics,FBA,"Small Standard-Size",19,10882,11.89,702,8169.23,1384,4.39,2,10578,-40,49,0,"Jan, 2024",4,1000,2.22
"listening devices for spying",6767,Electronics,FBA,"Large Standard-Size",2,28645,50.48,664,31814.15,742,3.92,2,7352,-24,0,0,"Jan, 2024",5,660,10.01
"tv mount 32 in",6767,Electronics,FBA,"Large Standard-Size",1,2187,20.38,5606,147898.53,16730,4.61,2,5309,,-5,0,"Jan, 2024",7,1000,1.80
"audio recorder",6767,Electronics,FBA,"Large Standard-Size",2,3521,59.45,1435,74393.34,3625,4.42,9,20619,20,0,0,"Jan, 2024",8,1000,3.90
"alarm clock radio",6765,Electronics,FBA,"Large Standard-Size",4,15529,23.42,2078,42675.76,5360,4.21,3,21861,-7,0,0,"Dec, 2023",8,1000,1.54
"bluetooth earphones",6765,Electronics,FBA,"Large Standard-Size",8,992,44.39,11414,446295.6,41520,4.39,3,94706,,14,0,"Dec, 2023",8,9000,1.21
"amazon fire tablet kids",6765,Electronics,FBA,"Large Standard-Size",7,15228,66.03,1484,125135.18,3446,4.25,1,19077,-2,1,1,"Dec, 2023",7,243,2.24
"sony speaker",6765,Electronics,Amazon,"Large Standard-Size",5,44631,268.11,837,89283.32,4361,4.45,7,10293,-6,-86,0,"Dec, 2023",8,779,0.38
"remarkable tablet",6617,Electronics,FBA,"Large Standard-Size",5,73030,253.52,1699,158225.82,8625,4.13,3,899,-24,280,0,"Jan, 2024",5,712,4.52
"lian li strimer plus v2",6617,Electronics,FBA,"Large Standard-Size",3,72838,52.3,293,14782.74,394,4.53,9,1390,-33,0,0,"Jan, 2024",3,70,2.24
"travel power strip",6617,Electronics,FBA,"Large Standard-Size",4,2847,18.88,6133,109650.12,5213,4.71,2,94895,-8,0,0,"Jan, 2024",6,903,7.41
"ipod classic",6617,Electronics,FBA,"Large Standard-Size",1,82147,222.82,137,7977.95,194,4.19,2,1116,,0,0,"Dec, 2023",7,487,1.06
"camera for car",6617,Electronics,FBA,"Large Standard-Size",1,2987,66.89,3434,290043.88,6286,4.36,3,44051,42,0,1,"Jan, 2024",9,10000,3.67
epicenter,6617,Electronics,FBA,"Large Standard-Size",1,45141,103.43,95,10307.42,443,4.51,11,1335,-10,0,0,"Mar, 2022",6,181,1.43
"kindle remote page turner",6617,Electronics,FBA,"Large Standard-Size",1,14501,29.23,3295,103922.1,942,4.57,2,,,0,4,"Jan, 2024",5,129,10.62
"directv remote control replacement",6617,Electronics,FBA,"Large Standard-Size",1,20400,21.58,653,11203.8,2934,4.41,7,8338,190,56,0,"Nov, 2022",2,127,1.44
"monitor 120hz",6617,Electronics,Amazon,"Small Oversize",5,3343,121.12,2467,264807.23,5701,4.51,6,26438,162,0,-2,"Dec, 2023",6,640,2.76
renewed,6617,Electronics,FBM,"Large Standard-Size",3,2798,181.88,5191,482208.6,18694,4.46,6,8052,-9,0,-19,"Jan, 2024",10,40000,0.90
"ceiling speakers",6617,Electronics,FBA,"Small Oversize",3,46465,107.08,139,16223.27,762,4.59,4,1785,-31,153,0,"Mar, 2022",8,750,0.37
vpn,6617,Electronics,FBA,"Large Standard-Size",4,5418,75.84,720,59341.69,2118,4.21,7,8980,-10,84,0,"May, 2023",8,2000,0.64
"sleeping headphones",6617,Electronics,FBA,"Large Standard-Size",10,5473,24.46,2569,47050.4,7967,4.24,3,36870,,-48,0,"Dec, 2023",7,1000,0.84
"amazon renewed store",6617,Electronics,Amazon,"Large Standard-Size",2,3427,147.48,18625,2558824.27,167142,4.65,3,246896,,4,-8,"Jan, 2024",3,2000,1.17
"carplay box",6617,Electronics,FBA,"Large Standard-Size",2,16981,104.99,679,67868.56,356,4.21,2,20085,,0,-14,"Jan, 2024",5,1000,4.83
"mini tv",6617,Electronics,FBA,"Large Standard-Size",3,28596,83.47,635,63650.78,677,4.16,2,6390,-12,0,0,"Jan, 2024",7,10000,1.61
"computer monitors",6617,Electronics,Amazon,"Small Oversize",5,1143,105.69,3697,389435.29,6129,4.52,6,27707,0,267,2,"Jan, 2024",9,7000,3.84
"usb bluetooth adapter for pc",6617,Electronics,Amazon,"Large Standard-Size",1,554,11.99,6358,76232.42,55970,4.40,12,,,0,5,"Jan, 2024",5,364,0.11
tab,6617,Electronics,Amazon,"Large Standard-Size",6,5369,181.57,2627,202183.81,4980,4.44,20,28900,17,3,0,"Jan, 2024",10,10000,2.64
"garmin forerunner 965",6617,Electronics,FBM,"Large Standard-Size",6,177608,514.37,121,55718.27,561,4.55,6,2605,,0,0,"Oct, 2023",3,222,0.86
"roku tv remote replacement",6617,Electronics,FBA,"Large Standard-Size",2,1200,10.9,7020,90928.69,9939,4.44,2,125821,26,64,0,"Sep, 2023",5,1000,6.13
"aoc 27 inch monitor",6617,Electronics,Amazon,"Small Oversize",5,55570,195.32,653,98007.3,3970,4.50,7,6266,-73,0,6,"Dec, 2023",4,207,0.29
"tozo headphones",6617,Electronics,FBA,"Large Standard-Size",5,4986,34.88,7433,228488.28,53263,4.36,3,22439,-6,0,0,"Feb, 2024",4,299,1.19
"samsung watch 5",6617,Electronics,FBA,"Large Standard-Size",7,19714,190.2,863,155584.31,3599,4.40,8,3900,,0,-12,"Jan, 2024",6,6000,0.66
carpuride,6615,Electronics,FBA,"Large Standard-Size",2,72556,213.48,202,27017.39,345,4.14,1,7641,,0,0,"Jan, 2024",4,176,1.71
"ankle monitor",6615,Electronics,FBA,"Large Standard-Size",2,141037,81.17,873,18342.69,543,3.79,2,4140,1007,0,0,"Jan, 2024",5,864,1.44
"apple watches",6615,Electronics,Amazon,"Large Standard-Size",49,6638,417.41,3749,1630817.57,5356,4.60,2,32957,,0,-13,"Dec, 2023",10,222,3.74
"wireless speaker",6615,Electronics,FBA,"Large Standard-Size",7,2035,57.89,5866,262539.4,41082,4.57,5,50971,17,-80,2,"Dec, 2023",10,4000,0.56
"speaker jbl",6615,Electronics,FBA,"Large Standard-Size",12,3872,146.37,2660,234429.3,27892,4.73,10,36810,37,-42,11,"Dec, 2023",9,1000,0.16
"kid tablet",6615,Electronics,FBA,"Large Standard-Size",5,9197,63.96,1194,113167.54,2453,4.04,1,15878,28,-2,2,"Dec, 2023",9,797,2.90
"kodak pixpro",6615,Electronics,FBA,"Large Standard-Size",2,19867,155.21,1126,80521.58,597,4.03,4,7264,325,-35,0,"Dec, 2023",6,162,3.42
arzopa,6615,Electronics,FBA,"Large Standard-Size",3,16278,110.42,3780,382635.81,2034,4.45,2,51576,114,12,-1,"Jan, 2024",5,260,2.32
"hisense roku tv remote",6615,Electronics,FBA,"Large Standard-Size",2,9626,10.48,4395,45708.22,4700,4.50,2,83908,48973,74,0,"Jan, 2024",4,587,4.54
film,6615,Electronics,FBA,"Large Standard-Size",2,5414,33.1,3178,68938.43,10236,4.74,18,38101,2,30,0,"May, 2022",10,60000,0.95
"macbook charger usb c",6615,Electronics,FBA,"Large Standard-Size",1,4473,26.11,3765,119715.04,1814,4.56,2,49389,99,0,-1,"Jan, 2024",6,2000,4.06
